date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:43:24	363433/363433	---MC-	200	added ('OK')	image/png	etag:%225d872208-58ba9%22	https://www.monash.edu/__data/assets/image/0007/1985344/linda-fothergill1.png	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0007/1985344/linda-fothergill1.png	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/team)
19:43:24	74375/74375	---MC-	200	added ('OK')	image/jpeg	etag:%225d8723d5-12287%22	https://www.monash.edu/__data/assets/image/0010/1985347/pragya-gupta1.jpg	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0010/1985347/pragya-gupta1.jpg	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/team)
19:43:24	65428/65428	---MC-	200	added ('OK')	image/png	etag:%225d872214-ff94%22	https://www.monash.edu/__data/assets/image/0008/1985345/mitchell-ringuet1.png	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0008/1985345/mitchell-ringuet1.png	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/team)
19:43:24	60931/60931	---MC-	200	added ('OK')	image/png	etag:%225d87221e-ee03%22	https://www.monash.edu/__data/assets/image/0009/1985346/patrick-sexton1.png	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0009/1985346/patrick-sexton1.png	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/team)
19:43:25	45878/45878	---MC-	200	added ('OK')	image/jpeg	etag:%225d870294-b336%22	https://www.monash.edu/__data/assets/image/0010/1985293/denise-wootten.jpg	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0010/1985293/denise-wootten.jpg	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/team)
19:43:25	10661/10661	---MC-	200	added ('OK')	image/jpeg	etag:%225d8702aa-29a5%22	https://www.monash.edu/__data/assets/image/0004/1985296/larry-miller.jpg	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0004/1985296/larry-miller.jpg	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/team)
19:43:25	17225/17225	---MC-	200	added ('OK')	image/jpeg	etag:%225d87028b-4349%22	https://www.monash.edu/__data/assets/image/0009/1985292/chris-ritchie.jpg	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0009/1985292/chris-ritchie.jpg	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/team)
19:43:25	40489/40489	---MC-	200	added ('OK')	image/png	etag:%225d8721fb-9e29%22	https://www.monash.edu/__data/assets/image/0006/1985343/biritte-holst1.png	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0006/1985343/biritte-holst1.png	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/team)
19:43:25	58696/58696	---MC-	200	added ('OK')	image/jpeg	etag:%225d8702a0-e548%22	https://www.monash.edu/__data/assets/image/0011/1985294/john-furness.jpg	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0011/1985294/john-furness.jpg	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/team)
19:43:26	0/-1	---M--	302	error ('')			https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/Post-graduate-study	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/Post-graduate-study.4f.delayed	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/publications)
19:43:26	46062/46062	---MC-	200	added ('OK')	image/jpeg	etag:%225d8702b5-b3ee%22	https://www.monash.edu/__data/assets/image/0006/1985298/peter-wookey.jpg	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0006/1985298/peter-wookey.jpg	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/team)
19:43:26	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2001%20Jun%202021%2009:37:29%20GMT	https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/email	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/email	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/publications)
19:43:26	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2001%20Jun%202021%2009:37:29%20GMT	https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/twitter	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/twitter	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/publications)
19:43:26	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Tue,%2001%20Jun%202021%2009:37:29%20GMT	https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/visit-ddb	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/visit-ddb	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/publications)
19:43:27	18089/18089	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Jun%202021%2009:37:43%20GMT	https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/publications?a=:v3	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/publications1f0d	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/publications)
19:43:27	170490/170490	---MC-	200	added ('OK')	image/jpeg	etag:%225d8a9235-299fa%22	https://www.monash.edu/__data/assets/image/0012/1987671/cell-cover.jpg	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0012/1987671/cell-cover.jpg	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/publications)
19:43:27	103917/103917	---MC-	200	added ('OK')	image/png	etag:%225d8a923e-195ed%22	https://www.monash.edu/__data/assets/image/0004/1987672/nature-cover.png	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0004/1987672/nature-cover.png	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/publications)
19:43:27	194362/194362	---MC-	200	added ('OK')	image/png	etag:%225d8a920c-2f73a%22	https://www.monash.edu/__data/assets/image/0008/1987667/acs-pats-cover.png	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0008/1987667/acs-pats-cover.png	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/publications)
19:43:27	282321/282321	---MC-	200	added ('OK')	image/png	etag:%225d8e7107-44ed1%22	https://www.monash.edu/__data/assets/image/0009/1987668/bcp-cover.png	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0009/1987668/bcp-cover.png	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/publications)
19:43:28	7905/7905	---MC-	200	added ('OK')	image/jpeg	etag:%225d8a922c-1ee1%22	https://www.monash.edu/__data/assets/image/0011/1987670/cancer-imm-imm-cover.jpg	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0011/1987670/cancer-imm-imm-cover.jpg	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/publications)
19:43:28	3348/3348	---MC-	200	added ('OK')	image/jpeg	etag:%225d8a9222-d14%22	https://www.monash.edu/__data/assets/image/0010/1987669/bmc-cancer-cover.jpg	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/__data/assets/image/0010/1987669/bmc-cancer-cover.jpg	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/publications)
19:43:28	13657/13657	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Jun%202021%2009:37:45%20GMT	https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/nature.com/articles/nature25773	C:/My%20Web%20Sites/Sebastians%20websitev2/www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/nature.com/articles/nature25773	(from https://www.monash.edu/pharm/research/areas/drug-discovery/labs/Receptor-transducer-coupling/publications)
